id,bnf_code,snomed_code
119,0101010P0BBAAAA,242911000001104
120,0101010Q0AAAAAA,0
121,0101010Q0AAAGAG,0
122,0101010Q0AAAGAG,34182311000001100
123,0101010Q0AAAGAG,34309111000001101
124,0101010Q0BDACAG,0
125,0101010Q0BDACAG,34181911000001105
126,0101010R0AAAAAA,0
127,0101010R0AAAAAA,3973511000001105
128,0101010R0AAABAB,0
129,0101010R0AAABAB,316968007
130,0101010R0AAABAB,42358511000001102
131,0101010R0AAADAD,0
132,0101010R0AAADAD,347779008
133,0101010R0AAADAD,42358611000001103
134,0101010R0AAAEAE,0
135,0101010R0AAAEAE,4623811000001109
136,0101010R0AAAHAH,0
137,0101010R0AAAHAH,4623711000001101
138,0101010R0BCAAAB,0
139,0101010R0BCAAAB,259711000001105
140,0101010R0BEAAAD,0
141,0101010R0BEAAAD,28511000001104
142,0101010R0BFAAAE,0
143,0101010R0BFAAAE,4622511000001104
144,0101010R0BFABAH,0
145,0101010R0BFABAH,4620711000001105
146,0101010R0BHAAAA,0
147,0101010R0BHAAAA,9341911000001107
148,0101010S0AAAAAA,0
149,0101010S0BBAAAA,0
150,0101010T0BBAAA0,0
151,0101010T0BBAAA0,8044011000001107
152,0101010U0AAAAAA,0
153,0101010U0AAAAAA,18411511000001103
154,0101010U0BBAAAA,0
155,0101010U0BBAAAA,18411611000001104
156,0101012A0AAAAAA,0
157,0101012A0BBAAAA,0
158,0101012A0BBAAAA,4479211000001109
159,0101012B0AAABAB,0
160,0101012B0AAABAB,16596711000001103
161,0101012B0AAABAB,40837711000001103
162,0101012B0AAALAL,0
163,0101012B0AAALAL,11418611000001101
164,0101012B0AAAPAP,0
165,0101012B0AAAPAP,326596005
166,0101012B0AAAPAP,4323011000001107
167,0101012B0AAAPAP,4323211000001102
168,0101012B0AAAPAP,39711711000001102
169,0101012B0AAATAT,0
170,0101012B0AAAUAU,0
171,0101012B0AAAUAU,8698911000001100
172,0101012B0AAAUAU,8722611000001107
173,0101012B0AAAUAU,14027211000001109
174,0101012B0AAAUAU,40814811000001107
175,0101012B0AAAVAV,0
176,0101012B0AAAWAW,0
177,0101012B0AAAYAY,0
178,0101012B0AAAZAZ,0
179,0101012B0AABABA,0
180,0101012B0AABABA,13072211000001107
181,0101012B0AABDBD,0
182,0101012B0AABKBK,0
183,0101012B0AABMBM,0
184,0101012B0AABMBM,13067911000001107
185,0101012B0AABMBM,13068511000001101
186,0101012B0AABPBP,0
187,0101012B0AABSBS,0
188,0101012B0AABTBT,0
189,0101012B0AABXBX,0
190,0101012B0AABYBY,0
191,0101012B0BCAAAB,0
192,0101012B0BCAAAB,16595511000001101
193,0101012B0BEAABV,0
194,0101012B0BFAAAU,0
195,0101012B0BFAAAU,21935411000001102
196,0101012B0BFAABW,0
197,0101012B0BGAAAB,0
198,0101012B0BGAAAB,21935611000001104
199,0101012B0BIAAAB,0
200,0101012B0BIAAAB,28007611000001100
201,0101012B0BJAAAB,0
202,0101012B0BJAAAB,35599511000001103
203,0101012B0BKAABY,0
204,0101012B0BLAAAB,37382811000001107
205,0101012B0BMAAAB,0
206,0101012B0BMAAAB,37477711000001104
207,010102100AAABAB,0
208,010102100AAABAB,4009811000001105
209,010102100AAAFAF,0
210,010102100AAAFAF,9519311000001101
211,010102100AAAGAG,0
212,010102100AAAGAG,8071411000001101
213,010102100AAAHAH,0
214,010102100AAAHAH,11787311000001104
215,010102100AAAIAI,0
216,010102100AAAIAI,15647911000001102
217,010102100BBABAB,0
218,010102100BBABAB,3984311000001109
219,010102100BBAMA0,0
220,010102100BBAMA0,4926711000001109
221,010102100BBAQAF,0
222,010102100BBAQAF,9513611000001109
223,010102100BBARAF,0
224,010102100BBARAF,9514211000001105
225,010102100BBASA0,0
226,010102100BBAUA0,0
227,010102100BBAWAG,0
228,010102100BBAWAG,8072211000001107
229,010102100BBAXA0,0
230,010102100BBAXA0,8116211000001106
231,010102100BBAYA0,0
232,010102100BBAZA0,0
233,010102100BBAZA0,11390711000001101
234,010102100BBBAAH,0
235,010102100BBBAAH,11777311000001105
236,010102100BBBCAF,0
237,010102100BBBCAF,14702811000001101
238,010102100BBBDAI,0
239,010102100BBBDAI,15642311000001100
240,010102100BBBFAG,0
241,010102100BBBGAB,0
242,010102100BBBGAB,35996711000001109
243,0101021B0AAACAC,0
244,0101021B0AAAGAG,0
245,0101021B0AAAHAH,0
246,0101021B0AAAHAH,3402111000001102
247,0101021B0AAAIAI,0
248,0101021B0AAAJAJ,0
249,0101021B0AAAJAJ,35924311000001106
250,0101021B0AAALAL,0
251,0101021B0AAALAL,38753011000001107
252,0101021B0AAAMAM,0
253,0101021B0AAAMAM,13531911000001105
254,0101021B0AAAPAP,0
255,0101021B0AAAPAP,9046011000001100
256,0101021B0AAARAR,0
257,0101021B0AAARAR,8066511000001102
258,0101021B0BBAAAA,0
259,0101021B0BCAAAC,0
260,0101021B0BCAAAC,3190911000001102
261,0101021B0BCABAI,0
262,0101021B0BCABAI,3189411000001101
263,0101021B0BEABAG,0
264,0101021B0BEABAG,3237711000001108
265,0101021B0BEACAH,0
266,0101021B0BEACAH,3030211000001105
267,0101021B0BEADAJ,0
268,0101021B0BEADAJ,3365311000001100
269,0101021B0BEAFAH,0
270,0101021B0BEAFAH,3031311000001107
271,0101021B0BEAHAG,0
272,0101021B0BEAHAG,3239811000001108
273,0101021B0BEAIAL,0
274,0101021B0BEAIAL,3028011000001101
275,0101021B0BEAJAM,0
276,0101021B0BEAJAM,13508011000001108
277,0101021B0BEALAG,0
278,0101021B0BEAMAG,0
279,0101021B0BEAMAG,7321811000001107
280,0101021B0BEANAH,0
281,0101021B0BEANAH,8141511000001109
282,0101021B0BEAPA0,0
283,0101021B0BEAPAR,0
284,0101021B0BEAPAR,8066911000001109
285,0101021B0BEAQAP,0
286,0101021B0BEAQAP,21678111000001100
287,0101021B0BEARA0,0
288,0101021B0BEARA0,10653911000001100
289,0101021B0BEARA0,10655711000001101
290,0101021B0BEASA0,0
291,0101021B0BEASA0,10654911000001103
292,0101021B0BEATA0,0
293,0101021B0BEATAR,11751411000001109
294,0101021B0BEAUA0,0
295,0101021B0BEAUAR,0
296,0101021B0BEAUAR,11751911000001101
297,0101021B0BEAVA0,0
298,0101021B0BEAVA0,14744711000001109
299,0101021B0BEAWA0,0
300,0101021B0BEAWAR,0
301,0101021B0BEAWAR,18596911000001109
302,0101021B0BEAXA0,0
303,0101021B0BEAXA0,21524611000001108
304,0101021B0BEAYAP,0
305,0101021B0BEAYAP,9044511000001102
306,0101021B0BEBAAL,0
307,0101021B0BEBAAL,15441811000001102
308,0101021B0BEBCAL,0
309,0101021B0BEBCAL,15442111000001104
310,0101021B0BEBDA0,0
311,0101021B0BEBDA0,23659211000001109
312,0101021B0BEBDA0,23661611000001100
313,0101021B0BEBEAL,0
314,0101021B0BEBEAL,3027611000001109
315,0101021B0BEBFA0,0
316,0101021B0BEBFA0,38039711000001106
317,0101021B0BEBGA0,41840511000001104
318,0101021B0BFAAAF,0
319,0101021B0BGAAA0,0
320,0101021B0BHABAC,0
321,0101021B0BIAAAH,0
322,0101021B0BIAAAH,3029811000001100
323,0101021B0BIABAH,0
324,0101021B0BIABAH,9525811000001103
325,0101021B0BJAAAN,0
326,0101021B0BJABAH,0
327,0101021B0BJABAH,35997211000001100
328,0101021B0BPAAAH,0
329,0101021B0BQAAAH,0
330,0101021B0BQAAAH,3032511000001109
331,0101021B0BQABAH,0
332,0101021B0BQABAH,9363011000001101
333,0101021B0BQACAL,0
334,0101021B0BQACAL,33496711000001102
335,0101021B0BQADAL,0
336,0101021B0BQADAL,33495711000001105
337,0101021B0BSABAH,0
338,0101021B0BTAAAH,43799811000001107
339,0101021C0AAAFAF,0
340,0101021C0AAAFAF,4559611000001101
341,0101021C0AAAJAJ,0
342,0101021C0AAANAN,0
343,0101021C0AAANAN,15527311000001107
344,0101021C0AAAPAP,0
345,0101021C0AAAPAP,8744411000001100
346,0101021C0AAATAT,0
347,0101021C0AAATAT,18561911000001101
348,0101021C0AABDBD,0
349,0101021C0AABQBQ,0
350,0101021C0AABQBQ,30801711000001100
351,0101021C0AABXBX,0
352,0101021C0AABXBX,4598211000001104
353,0101021C0AACCCC,0
354,0101021C0AACECE,0
355,0101021C0AACECE,8300411000001100
356,0101021C0AACICI,0
357,0101021C0AACICI,14777511000001108
358,0101021C0AACICI,14780611000001102
359,0101021C0AACKCK,0
360,0101021C0AACMCM,0
361,0101021C0AACPCP,0
362,0101021C0AACRCR,0
363,0101021C0AACUCU,0
364,0101021C0AACUCU,8302911000001107
365,0101021C0AACWCW,0
366,0101021C0AACWCW,14167911000001101
367,0101021C0AACXCX,0
368,0101021C0AACXCX,8301411000001109
369,0101021C0AACYCY,0
370,0101021C0AACYCY,8301011000001100
371,0101021C0AACZCZ,0
372,0101021C0AADADA,40687311000001101
373,0101021C0BBAAAF,0
374,0101021C0BBAAAF,4553611000001103
375,0101021C0BEABAF,0
376,0101021C0BEABAF,9992111000001100
377,0101021C0BFAABX,0
378,0101021C0BIAABX,0
379,0101021C0BIABAF,0
380,0101021C0BIABAF,22109811000001105
381,0101021C0BJAAAF,8079411000001100
382,0101021C0BJABAF,0
383,0101021C0BJABAF,8079711000001106
384,0101021C0BKAACI,0
385,0101021C0BKAACI,21034911000001103
386,0101021C0BLAAAF,0
387,0101021C0BNAAAF,41260111000001106
388,0102000A0AAAAAA,0
389,0102000A0AAAAAA,317148009
390,0102000A0AAAAAA,18030911000001104
391,0102000A0AAAAAA,29785311000001103
392,0102000A0AAAAAA,37139511000001104
393,0102000A0AAAAAA,40101111000001105
394,0102000A0AAAAAA,42351411000001108
395,0102000A0AAAAAA,44029711000001107
396,0102000A0AAABAB,0
397,0102000A0AAABAB,317145007
398,0102000A0AAABAB,18033211000001103
399,0102000A0AAABAB,32806611000001105
400,0102000A0AAABAB,37139811000001101
401,0102000A0AAABAB,40101311000001107
402,0102000A0AAABAB,42351311000001101
403,0102000A0BBAAAA,0
404,0102000A0BBAAAA,359611000001105
405,0102000A0BBABAB,0
406,0102000A0BBABAB,736711000001109
407,0102000A0BDAAAA,0
408,0102000A0BDAAAA,19275711000001101
409,0102000A0BDABAB,0
410,0102000A0BDABAB,19275911000001104
411,0102000A0BEAAAA,0
412,0102000ACAAAGAG,0
413,0102000ACAAAGAG,317084000
414,0102000ACAAAGAG,22202711000001105
415,0102000ACAAAPAP,0
416,0102000ACAAAPAP,8262011000001102
417,0102000ACAAARAR,0
418,0102000ACAAASAS,0
419,0102000ACAAATAT,0
420,0102000ACAAATAT,12042211000001104
421,0102000ACAAAVAV,0
422,0102000ACAAAZAZ,0
423,0102000ACAAAZAZ,8255611000001106
424,0102000ACAABABA,0
425,0102000ACAABABA,8260911000001102
426,0102000AJAAAAAA,0
427,0102000AJAAAAAA,34308311000001105
428,0102000AJBBAAAA,0
429,0102000AJBBAAAA,34273411000001107
430,0102000AKAAAAAA,0
431,0102000AKAAAAAA,34585311000001104
432,0102000AKAAABAB,0
433,0102000AKBBAAAA,0
434,0102000AKBBAAAA,34547811000001109
435,0102000AKBBABAB,0
436,0102000D0AAAFAF,0
437,0102000D0BCAAAF,0
438,0102000D0BCAAAF,8970711000001108
439,0102000H0AAAMAM,0
440,0102000H0AAAMAM,34438811000001102
441,0102000H0AAAMAM,34447011000001106
442,0102000H0AAANAN,0
443,0102000H0AAANAN,34439111000001102
444,0102000H0AAANAN,34446911000001107
445,0102000J0AAAAAA,0
446,0102000J0AAAAAA,317110004
447,0102000J0AAAAAA,19275211000001108
448,0102000J0AAAAAA,19355411000001103
449,0102000J0AAAAAA,19356411000001107
450,0102000J0AAAAAA,23655111000001100
451,0102000J0AAAAAA,33676011000001106
452,0102000J0AAAAAA,35941611000001101
453,0102000J0AAAAAA,42353111000001102
454,0102000J0AAABAB,0
455,0102000J0AAABAB,317109009
456,0102000J0AAABAB,19303411000001105
457,0102000J0AAABAB,19355711000001109
458,0102000J0AAABAB,29921111000001101
459,0102000J0AAABAB,33675611000001109
460,0102000J0AAABAB,42353011000001103
461,0102000J0AAACAC,0
462,0102000J0AAACAC,317108001
463,0102000J0AAACAC,19303211000001106
464,0102000J0AAACAC,19356011000001103
465,0102000J0AAACAC,29921311000001104
466,0102000J0AAACAC,33675811000001108
467,0102000J0AAACAC,42353211000001108
468,0102000J0AAADAD,40953311000001104
469,0102000J0AAADAD,40962811000001105
470,0102000J0BBAAAB,0
471,0102000J0BBABAA,0
472,0102000J0BBAEAC,0
473,0102000J0BBAEAC,881611000001104
474,0102000K0AAAAAA,0
475,0102000K0AAAAAA,3544511000001103
476,0102000K0BBAAAA,0
477,0102000K0BBAAAA,3174311000001100
478,0102000L0AAAAAA,0
479,0102000L0AAAAAA,11479311000001107
480,0102000L0AAAAAA,11490211000001100
481,0102000L0AAAAAA,24598611000001100
482,0102000L0AAAAAA,24602811000001107
483,0102000L0AAAAAA,24918811000001107
484,0102000L0AAAAAA,31326511000001104
485,0102000L0AAACAC,0
486,0102000L0AAACAC,7720211000001104
487,0102000L0AAACAC,11482711000001105
488,0102000L0AAACAC,24598311000001105
489,0102000L0AAACAC,24602311000001103
490,0102000L0AAACAC,24918611000001108
491,0102000L0AAACAC,31326811000001101
492,0102000L0AAACAC,35827211000001101
493,0102000L0AAACAC,37614711000001101
494,0102000L0AAACAC,42834211000001107
495,0102000L0AAADAD,0
496,0102000L0AAADAD,8497711000001101
497,0102000L0AAADAD,8498111000001101
498,0102000L0AAAFAF,0
499,0102000L0AAAFAF,8503511000001109
500,0102000L0AAAGAG,0
501,0102000L0AAAHAH,0
502,0102000L0AAAHAH,12111811000001108
503,0102000L0AAAHAH,12112111000001106
504,0102000L0AAAIAI,0
505,0102000L0AAAIAI,8499011000001107
506,0102000L0AAAIAI,8501111000001101
507,0102000L0AAALAL,0
508,0102000L0AAALAL,12110811000001100
509,0102000L0AAAMAM,12111111000001101
510,0102000L0AAANAN,0
511,0102000L0AAANAN,8499111000001108
512,0102000L0AAARAR,0
513,0102000L0AAATAT,0
514,0102000L0AAAVAV,0
515,0102000L0AAAVAV,18370411000001105
516,0102000L0AAAYAY,0
517,0102000L0AABBBB,0
518,0102000L0AABBBB,23399311000001104
519,0102000L0AABCBC,0
520,0102000L0AABCBC,23399811000001108
521,0102000L0AABDBD,0
522,0102000L0AABDBD,8498211000001107
523,0102000L0AABEBE,0
524,0102000L0AABEBE,8498611000001109
525,0102000L0AABFBF,0
526,0102000L0AABFBF,8500211000001101
527,0102000L0AABGBG,0
528,0102000L0AABGBG,8500811000001100
529,0102000L0AABHBH,0
530,0102000L0AABHBH,8500011000001106
531,0102000L0AABIBI,0
532,0102000L0AABIBI,8501611000001109
533,0102000L0AABJBJ,0
534,0102000L0AABKBK,0
535,0102000L0AABKBK,29845611000001104
536,0102000L0AABLBL,0
537,0102000L0AABLBL,32477011000001104
538,0102000L0AABMBM,0
539,0102000L0AABNBN,0
540,0102000L0AABNBN,32969011000001100
541,0102000L0AABNBN,32977211000001106
542,0102000L0AABNBN,33135511000001106
543,0102000L0AABNBN,35777711000001106
544,0102000L0AABNBN,38939911000001103
545,0102000L0AABNBN,40390811000001103
546,0102000L0AABNBN,41508111000001102
547,0102000L0AABNBN,42122611000001107
548,0102000L0AABNBN,42399711000001106
549,0102000L0AABPBP,0
550,0102000L0AABPBP,33421811000001107
551,0102000L0AABQBQ,0
552,0102000L0AABQBQ,33733911000001108
553,0102000L0AABQBQ,44983711000001105
554,0102000L0BBABAA,0
555,0102000L0BBABAA,15646411000001108
556,0102000L0BBACAC,0
557,0102000L0BCAABQ,0
558,0102000L0BCAABQ,33730711000001102
559,0102000L0BDAAAC,39736711000001101
560,0102000L0BDABAA,39743611000001100
561,0102000N0AAAAAA,0
562,0102000N0AAAAAA,36044111000001101
563,0102000N0AAAAAA,39145311000001101
564,0102000N0AAABAB,0
565,0102000N0AAABAB,317117001
566,0102000N0AAABAB,40378511000001106
567,0102000N0AAABAB,40607811000001106
568,0102000N0AAABAB,40610411000001107
569,0102000N0AAABAB,42037011000001109
570,0102000N0AAAFAF,0
571,0102000N0AAAFAF,12583711000001105
572,0102000N0AAAHAH,0
573,0102000N0AAAIAI,0
574,0102000N0AAAIAI,12584011000001105
575,0102000N0AAAPAP,0
576,0102000N0AAAPAP,8540011000001103
577,0102000N0AAAQAQ,0
578,0102000N0AAAQAQ,8540411000001107
579,0102000N0AAAUAU,40378311000001100
580,0102000N0AAAUAU,40389511000001108
581,0102000N0AAAUAU,40722111000001102
582,0102000N0AAAUAU,40816611000001104
583,0102000N0AAAUAU,43147711000001105
584,0102000N0BBAAAB,0
585,0102000N0BBAAAB,738611000001104
586,0102000N0BBABAA,0
587,0102000N0BBABAA,3242611000001101
588,0102000N0BBACAB,0
589,0102000N0BBACAB,8984111000001106
590,0102000N0BBADAB,0
591,0102000N0BBADAB,17000911000001100
592,0102000P0AAAAAA,0
593,0102000P0AAAAAA,3655411000001107
594,0102000P0AAAAAA,9764211000001105
595,0102000P0AAAAAA,9905711000001105
596,0102000P0AAAAAA,10134111000001104
597,0102000P0AAAAAA,14033111000001108
598,0102000P0AAAAAA,38953211000001106
599,0102000P0AAABAB,0
600,0102000P0AAABAB,317161009
601,0102000P0AAABAB,2899811000001104
602,0102000P0AAABAB,3302111000001105
603,0102000P0AAABAB,3303711000001103
604,0102000P0AAABAB,3304511000001106
605,0102000P0AAABAB,3305011000001104
606,0102000P0AAABAB,3305311000001101
607,0102000P0AAABAB,3306811000001102
608,0102000P0AAABAB,17939211000001102
609,0102000P0AAABAB,17971111000001106
610,0102000P0AAABAB,29904511000001104
611,0102000P0AAABAB,35167611000001102
612,0102000P0AAABAB,36506211000001105
613,0102000P0AAABAB,36599811000001103
614,0102000P0AAABAB,36731011000001104
615,0102000P0AAABAB,37948211000001106
616,0102000P0AAABAB,38323411000001101
617,0102000P0AAABAB,39034711000001108
618,0102000P0AAABAB,42355011000001102
619,0102000P0AAABAB,42509911000001108
620,0102000P0AAACAC,317156007
621,0102000P0AAADAD,0
622,0102000P0AAADAD,35026711000001109
623,0102000P0AAADAD,35108711000001108
624,0102000P0AAADAD,35110711000001109
625,0102000P0AAADAD,35323211000001108
626,0102000P0AAADAD,39107911000001102
627,0102000P0AAAEAE,0
628,0102000P0AAAEAE,27778111000001106
629,0102000P0AAAFAF,36581911000001105
630,0102000P0BCABAB,0
631,0102000P0BCABAB,2902111000001107
632,0102000P0BCACAB,0
633,0102000P0BCACAB,2908911000001108
634,0102000P0BCADAC,0
635,0102000P0BCAEAD,0
636,0102000P0BCAEAD,285611000001107
637,0102000P0BHAAAB,0
638,0102000P0BIAAAD,0
639,0102000P0BIAAAD,35246611000001107
640,0102000R0AAABAB,0
641,0102000T0AAAAAA,0
642,0102000T0AAAAAA,14034011000001109
643,0102000T0AAAAAA,14610311000001100
644,0102000T0AAAAAA,18168011000001100
645,0102000T0AAAAAA,18733511000001102
646,0102000T0AAAAAA,32726911000001106
647,0102000T0AAAAAA,39328511000001109
648,0102000T0AAABAB,0
649,0102000T0AAABAB,4309111000001104
650,0102000T0AAABAB,4317611000001100
651,0102000T0AAAFAF,0
652,0102000T0AAAFAF,14610211000001108
653,0102000T0BBAAAF,0
654,0102000T0BBAAAF,3162011000001100
655,0102000T0BCAAAA,0
656,0102000T0BCAAAA,3161911000001107
657,0102000T0BIAAAA,0
658,0102000T0BIAAAA,19275011000001103
659,0102000T0BJAAAA,0
660,0102000T0BJAAAA,32433111000001109
661,0102000T0BKAAAA,0
662,0102000T0BKAAAA,34630211000001103
663,0102000T0BLAAAA,41087211000001106
664,0102000T0BMAAAA,42345411000001109
665,0102000X0AAAAAA,0
666,0102000X0AAAAAA,317160005
667,0102000X0AAAAAA,42354211000001106
668,0102000X0BCAAAA,0
669,0102000X0BCAAAA,3259711000001101
670,0102000Y0AAAFAF,0
671,0102000Y0AAAFAF,317139004
672,0102000Y0AAAFAF,21013011000001107
673,0102000Y0AAAFAF,42357311000001107
674,0102000Y0AAAFAF,42492011000001107
675,0102000Y0AAAFAF,42639811000001102
676,0102000Y0AAAFAF,42685111000001103
677,0102000Y0AAAFAF,42811611000001104
678,0102000Y0AAAIAI,0
679,0102000Y0AAAIAI,8652311000001105
680,0102000Y0AAAIAI,8652611000001100
681,0102000Y0AAAUAU,0
682,0102000Y0AAAUAU,13146211000001103
683,0102000Y0AAAWAW,0
684,0102000Y0AAAZAZ,0
685,0102000Y0AAAZAZ,13149311000001104
686,0102000Y0AABBBB,0
687,0102000Y0BBAAAF,0
688,0102000Y0BBAAAF,870711000001107
689,010300000AAAAAA,0
690,010300000AAAAAA,36146411000001105
691,010300000AAABAB,0
692,010300000AAABAB,317888001
693,010300000AAABAB,39715211000001107
694,010300000AAADAD,0
695,010300000AAADAD,9403911000001108
696,010300000AAAEAE,0
697,010300000AAAEAE,9469811000001102
698,010300000BBAAAA,0
699,010300000BBAAAA,4954211000001106
700,010300000BBABAB,0
701,010300000BBABAB,4953611000001105
702,010300000BBACAC,0
703,010300000BBADAD,0
704,010300000BBADAD,9384211000001106
705,010300000BBAEAE,0
706,010300000BBAEAE,9463811000001104
707,0103010D0AAAAAA,0
708,0103010D0AAAAAA,317222006
709,0103010D0AAAAAA,446911000001104
710,0103010D0AAAAAA,28780411000001100
711,0103010D0AAAAAA,36025511000001109
712,0103010D0AAAAAA,38957911000001106
713,0103010D0AAAAAA,42351911000001100
714,0103010D0AAABAB,0
715,0103010D0AAABAB,317223001
716,0103010D0AAABAB,131511000001100
717,0103010D0AAABAB,311511000001104
718,0103010D0AAABAB,759011000001102
719,0103010D0AAABAB,798711000001104
720,0103010D0AAABAB,9795511000001107
721,0103010D0AAABAB,10392811000001100
722,0103010D0AAABAB,13743411000001103
723,0103010D0AAABAB,17857411000001102
724,0103010D0AAABAB,23587011000001107
725,0103010D0AAABAB,28780611000001102
726,0103010D0AAABAB,36025711000001104
727,0103010D0AAABAB,38958211000001103
728,0103010D0AAABAB,41473311000001106
729,0103010D0AAABAB,42352211000001102
730,0103010D0AAACAC,0
731,0103010D0AAACAC,317224007
732,0103010D0AAACAC,310711000001101
733,0103010D0AAACAC,324111000001104
734,0103010D0AAACAC,402211000001103
735,0103010D0AAACAC,789511000001104
736,0103010D0AAACAC,810011000001100
737,0103010D0AAACAC,10393011000001102
738,0103010D0AAACAC,13743611000001100
739,0103010D0AAACAC,17857611000001104
740,0103010D0AAACAC,18459711000001100
741,0103010D0AAACAC,23587211000001102
742,0103010D0AAACAC,23820811000001106
743,0103010D0AAACAC,28780811000001103
744,0103010D0AAACAC,36043211000001109
745,0103010D0AAACAC,38958411000001104
746,0103010D0AAACAC,41887811000001108
747,0103010D0AAACAC,42352311000001105
748,0103010D0AAADAD,0
749,0103010D0AAADAD,36140711000001102
750,0103010D0AAAGAG,0
751,0103010D0AAAGAG,369311000001108
752,0103010D0AAAGAG,30847411000001106
753,0103010D0AAAIAI,0
754,0103010D0AAALAL,0
755,0103010D0AAALAL,5992911000001105
756,0103010D0AAALAL,36140811000001105
757,0103010D0BBAAAA,0
758,0103010D0BBABAB,0
759,0103010D0BBABAB,496411000001100
760,0103010D0BBACAC,0
761,0103010D0BBACAC,317011000001102
762,0103010D0BBADAD,0
763,0103010D0BBADAD,772711000001108
764,0103010D0BBAGAI,0
765,0103010H0AAAAAA,0
766,0103010H0AAAAAA,317275005
767,0103010H0AAAAAA,80811000001109
768,0103010H0AAAAAA,195511000001107
769,0103010H0AAAAAA,285211000001105
